decimalLongitude,decimalLatitude,Elevation,ParamoComplex,Department,Locality,bio1_23,bio2_23,bio3_23,bio4_23,bio5_23,bio6_23,bio7_23,bio8_23,bio9_23,bio10_23,bio11_23,bio12_23,bio13_23,bio14_23,bio15_23,bio16_23,bio17_23,bio18_23,bio19_23,Cordilleras,clusters
-76.943083,1.475028,3313,Complejo de Paramos Dona Juana-Chimayoy (DJP),Narino,"Narino: El Tablon de Gomez: Las Mesas, Vda. La Lava, Laguna el Silencio",96,85,90,361,144,50,94,95,97,100,90,2477,289,142,22,804,460,700,662,Nudo de los Pastos,3
-77.238869,1.271042,3504,Complejo de Paramos La Cocha-Patascoy (LCP),Narino,"Narino: Pasto: Buesaquillo, Vda. La Cuchilla",82,83,90,376,130,38,92,84,83,85,76,2067,220,124,19,635,398,606,570,Nudo de los Pastos,1
-74.397017,3.911933,3421,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,81,82,82,295,131,32,99,79,82,84,76,1449,168,54,32,477,208,401,357,Oriental,2
-74.006194,4.531944,3109,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,346,155,42,113,99,98,102,93,1176,138,39,33,384,164,332,339,Oriental,4
-73.997,4.551028,3339,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,88,86,78,339,143,33,110,86,88,92,84,1196,136,47,29,363,189,322,344,Oriental,2
-74.113217,4.255367,3467,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,77,83,79,366,130,25,105,74,77,81,71,1373,162,47,34,473,186,366,441,Oriental,2
-74.4021,3.898233,3605,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,72,82,82,286,122,23,99,70,72,75,68,1522,177,57,31,498,226,418,448,Oriental,2
-73.997,4.550889,3339,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,88,86,78,339,143,33,110,86,88,92,84,1196,136,47,29,363,189,322,344,Oriental,2
-74.282211,4.2008,3768,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,64,81,79,324,115,13,102,62,65,67,59,1459,164,55,31,471,221,395,427,Oriental,2
-76.708611,2.001056,3574,Complejo de Paramos Sotara (STR),Cauca,"Cauca: La Vega: Vereda Monterredondo, Paramo de Barbillas",75,85,86,332,126,28,98,74,76,78,70,2264,255,125,21,712,421,612,597,Central,1
-77.293528,0.987361,3504,Complejo de Paramos La Cocha-Patascoy (LCP),Narino,"Narino: Tangua: Santander , Vda. Las Palmas",82,84,87,475,132,36,96,79,83,85,74,1878,215,110,22,604,345,545,498,Nudo de los Pastos,1
-76.941944,1.475917,3336,Complejo de Paramos Dona Juana-Chimayoy (DJP),Narino,"Narino: El Tablon de Gomez: Las Mesas, Vda. La Lava, Laguna el Silencio",96,85,90,361,144,50,94,95,97,100,90,2477,289,142,22,804,460,700,662,Nudo de los Pastos,3
-76.936583,1.522667,3530,Complejo de Paramos Dona Juana-Chimayoy (DJP),Narino,"Narino: La Cruz: La Estancia, Vda. Paramito, Reserva Santa Helena",77,83,90,409,125,33,92,75,77,80,70,2461,302,134,25,830,437,686,684,Nudo de los Pastos,1
-74.096411,4.344,3591.4584,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.098361,4.3436,3675.5832,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.0983,4.344561,3677.1072,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.095336,4.356056,3351.5808,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,90,86,78,377,145,36,109,87,90,94,84,1251,155,38,38,448,153,338,418,Oriental,2
-74.402283,3.89805,3608,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,72,82,82,286,122,23,99,70,72,75,68,1522,177,57,31,498,226,418,448,Oriental,2
-72.734078,5.745111,3524,Complejo de Paramos Tota-Bijagual-Mamapacha (TBM),Boyaca,Boyaca: Mongua: Vda. San Ignacio,76,82,77,534,131,25,106,71,77,81,68,1591,232,20,48,624,132,425,609,Oriental,2
-72.6375,6.751667,2880,Complejo de Paramos Almorzadero (ALM),Santander,"Santander: Concepcion: Vda. Aguabri, Jurado",106,96,75,368,168,41,127,109,104,111,102,1258,165,23,45,462,110,375,380,Oriental,4
-74.123917,4.23945,3210,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-75.423767,4.618483,3390,Complejo de Paramos Los Nevados (NVS),Quindio,"Quindio: Salento: Vda. Cocora, predio Estrella de Agua, Sector Paramo de Frontino",69,85,89,239,116,21,95,66,70,71,66,1951,236,90,29,641,337,536,641,Central,1
-74.093381,4.345431,3400.6536,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.0965,4.343961,3596.64,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Chipaque: Vda. las Fruticas,77,83,79,355,129,24,105,74,77,80,72,1314,149,47,33,436,187,351,406,Oriental,2
-74.112683,4.256367,3471,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,77,83,79,366,130,25,105,74,77,81,71,1373,162,47,34,473,186,366,441,Oriental,2
-72.928636,10.356739,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,119,103,80,638,179,51,128,121,111,125,109,2104,351,46,57,889,184,518,194,Oriental,5
-72.925994,10.356108,2800,Complejo de Paramos Perija (PRJ),Cesar,Cesar: La Paz: Sitio Sabana Rubia,119,103,80,638,179,51,128,121,111,125,109,2104,351,46,57,889,184,518,194,Oriental,5
-74.124183,4.2395,3206,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Une: Vda. Llanitos,96,86,79,338,150,42,108,94,96,99,91,1306,170,35,42,493,141,358,374,Oriental,4
-74.294581,4.21435,3421,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,80,83,81,260,131,29,102,78,80,82,76,1315,148,48,33,433,188,361,327,Oriental,2
-74.004444,4.542833,3144,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,329,155,42,113,99,98,102,94,1164,137,40,32,376,168,330,326,Oriental,4
-75.973806,3.98125,3125,Complejo de Paramos Las Hermosas (HMS),Valle del Cauca,"Valle del Cauca: Tulua: Santa Lucia, Cuenca Rio Tulua, Cgto. Santa Lucia, Fca. la Cascada",84,89,91,208,134,37,97,81,84,86,81,1643,231,66,38,631,258,366,631,Central,1
-74.282989,4.200911,3765,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Pasca: Vda. Quebradas,64,81,79,324,115,13,102,62,65,67,59,1459,164,55,31,471,221,395,427,Oriental,2
-74.006917,4.530778,3103,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Ubaque: Reserva Ecologica Matarredonda,98,89,78,346,155,42,113,99,98,102,93,1176,138,39,33,384,164,332,339,Oriental,4
-74.402183,3.898183,3603,Complejo de Paramos Sumapaz-Cruz Verde (SCV),Cundinamarca,Cundinamarca: Cabrera: Vda. de Hoyerias,72,82,82,286,122,23,99,70,72,75,68,1522,177,57,31,498,226,418,448,Oriental,2
-72.924617,10.349169,2600,Complejo de Paramos Perija (PRJ),Guajira,Guajira: La Paz: Sitio Sabana Rubia,97,102,79,687,156,28,128,99,88,103,86,1997,332,47,56,836,183,385,193,Oriental,5
